"sub","mapped_any","status_known","status","ts","decompiled_path"
"sub_4158d0","yes","yes","🔶","—","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4158D0.c"
"sub_415980","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415980.c"
"sub_415990","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415990.c"
"sub_4159c0","yes","yes","🟡","config/GrowthConstants.ts` (`sampleMaxGrowth452Sub4159C0`), `branchingDispatcher…`, `TreeSection.createBudFromSeed","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4159C0.c"
"sub_415ab0","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415AB0.c"
"sub_415c10","yes","yes","🟡 (~82%)","growth/virtualSlot36.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415C10.c"
"sub_415ed0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415ED0.c"
"sub_415ef0","yes","yes","🟡 (~80%)","growth/virtualSlot36.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_415EF0.c"
"sub_416030","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416030.c"
"sub_416300","yes","yes","✅","growth/virtualSlot36.ts`, `growth/branchingDispatcherSub417F40.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416300.c"
"sub_416380","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416380.c"
"sub_416390","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416390.c"
"sub_4163b0","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4163B0.c"
"sub_416500","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416500.c"
"sub_416510","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416510.c"
"sub_416ec0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_416EC0.c"
"sub_417070","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417070.c"
"sub_417210","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417210.c"
"sub_417220","yes","yes","🟡","BonsaiController.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417220.c"
"sub_417300","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417300.c"
"sub_417440","yes","yes","🟡 (~85%)","growth/virtualSlot36.ts` (`maybeSeedSpawnSub417440`)","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417440.c"
"sub_417540","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417540.c"
"sub_417550","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417550.c"
"sub_417610","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417610.c"
"sub_417620","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417620.c"
"sub_4179b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4179B0.c"
"sub_417ba0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417BA0.c"
"sub_417bb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417BB0.c"
"sub_417c90","yes","yes","✅ (~88%)","growth/twigUpdateSub417C90.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417C90.c"
"sub_417f40","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417F40.c"
"sub_417ff0","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_417FF0.c"
"sub_418660","yes","yes","🟡 (~90%)","growth/branchingDispatcherSub417F40.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_418660.c"
"sub_4188e0","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts` (`lateralBranchSub4188E0`)","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4188E0.c"
"sub_418bd0","yes","yes","✅ (~90%)","growth/twigLengthGrowthSub418BD0.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_418BD0.c"
"sub_418d50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_418D50.c"
"sub_418e40","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_418E40.c"
"sub_418f10","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_418F10.c"
"sub_419100","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419100.c"
"sub_4192d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4192D0.c"
"sub_419310","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419310.c"
"sub_419370","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419370.c"
"sub_4193d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4193D0.c"
"sub_419430","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419430.c"
"sub_419520","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419520.c"
"sub_419590","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419590.c"
"sub_4195d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4195D0.c"
"sub_419610","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419610.c"
"sub_419650","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419650.c"
"sub_419690","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419690.c"
"sub_4196d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4196D0.c"
"sub_419710","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419710.c"
"sub_419750","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419750.c"
"sub_419790","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419790.c"
"sub_4197d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4197D0.c"
"sub_419810","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419810.c"
"sub_419850","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419850.c"
"sub_419890","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419890.c"
"sub_4198d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4198D0.c"
"sub_419910","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419910.c"
"sub_419950","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419950.c"
"sub_419990","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419990.c"
"sub_4199d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4199D0.c"
"sub_419a10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419A10.c"
"sub_419a50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419A50.c"
"sub_419a90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419A90.c"
"sub_419ad0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419AD0.c"
"sub_419b10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419B10.c"
"sub_419b50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419B50.c"
"sub_419b90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419B90.c"
"sub_419bd0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419BD0.c"
"sub_419c10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419C10.c"
"sub_419c50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419C50.c"
"sub_419c90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419C90.c"
"sub_419cd0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419CD0.c"
"sub_419d10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419D10.c"
"sub_419d50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419D50.c"
"sub_419d90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419D90.c"
"sub_419dd0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419DD0.c"
"sub_419e10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419E10.c"
"sub_419e50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419E50.c"
"sub_419e90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419E90.c"
"sub_419ed0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419ED0.c"
"sub_419f10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419F10.c"
"sub_419f50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419F50.c"
"sub_419f90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419F90.c"
"sub_419fd0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_419FD0.c"
"sub_41a010","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A010.c"
"sub_41a050","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A050.c"
"sub_41a0c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A0C0.c"
"sub_41a120","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A120.c"
"sub_41a160","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A160.c"
"sub_41a1a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A1A0.c"
"sub_41a1e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A1E0.c"
"sub_41a220","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A220.c"
"sub_41a260","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A260.c"
"sub_41a2a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A2A0.c"
"sub_41a2e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A2E0.c"
"sub_41a320","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A320.c"
"sub_41a360","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A360.c"
"sub_41a3a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A3A0.c"
"sub_41a3e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A3E0.c"
"sub_41a420","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A420.c"
"sub_41a460","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A460.c"
"sub_41a4a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A4A0.c"
"sub_41a4e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A4E0.c"
"sub_41a520","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A520.c"
"sub_41a560","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A560.c"
"sub_41a5a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A5A0.c"
"sub_41a5e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A5E0.c"
"sub_41a620","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A620.c"
"sub_41a660","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A660.c"
"sub_41a6a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A6A0.c"
"sub_41a6e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A6E0.c"
"sub_41a720","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A720.c"
"sub_41a760","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A760.c"
"sub_41a7a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A7A0.c"
"sub_41a7e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A7E0.c"
"sub_41a820","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A820.c"
"sub_41a860","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A860.c"
"sub_41a8a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A8A0.c"
"sub_41a8e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A8E0.c"
"sub_41a920","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A920.c"
"sub_41a960","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A960.c"
"sub_41a9a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A9A0.c"
"sub_41a9e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41A9E0.c"
"sub_41aa20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AA20.c"
"sub_41aa60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AA60.c"
"sub_41aaa0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AAA0.c"
"sub_41aae0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AAE0.c"
"sub_41ab20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AB20.c"
"sub_41ab60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AB60.c"
"sub_41aba0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ABA0.c"
"sub_41abe0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ABE0.c"
"sub_41ac20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AC20.c"
"sub_41ac60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AC60.c"
"sub_41aca0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ACA0.c"
"sub_41ace0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ACE0.c"
"sub_41ad20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AD20.c"
"sub_41ad60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AD60.c"
"sub_41ada0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ADA0.c"
"sub_41ade0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41ADE0.c"
"sub_41ae20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AE20.c"
"sub_41ae60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AE60.c"
"sub_41aea0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AEA0.c"
"sub_41aee0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AEE0.c"
"sub_41af20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AF20.c"
"sub_41af60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AF60.c"
"sub_41afa0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AFA0.c"
"sub_41afe0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41AFE0.c"
"sub_41b020","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B020.c"
"sub_41b060","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B060.c"
"sub_41b0a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B0A0.c"
"sub_41b0e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B0E0.c"
"sub_41b120","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B120.c"
"sub_41b160","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B160.c"
"sub_41b1a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B1A0.c"
"sub_41b1e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B1E0.c"
"sub_41b220","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B220.c"
"sub_41b260","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B260.c"
"sub_41b2a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B2A0.c"
"sub_41b2e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B2E0.c"
"sub_41b320","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B320.c"
"sub_41b360","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B360.c"
"sub_41b3a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B3A0.c"
"sub_41b470","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B470.c"
"sub_41b490","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B490.c"
"sub_41b4e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B4E0.c"
"sub_41b510","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B510.c"
"sub_41b550","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B550.c"
"sub_41b590","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B590.c"
"sub_41b5d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B5D0.c"
"sub_41b680","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B680.c"
"sub_41b6c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B6C0.c"
"sub_41b700","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B700.c"
"sub_41b790","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B790.c"
"sub_41b820","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B820.c"
"sub_41b870","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B870.c"
"sub_41b8c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B8C0.c"
"sub_41b900","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B900.c"
"sub_41b940","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B940.c"
"sub_41b980","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B980.c"
"sub_41b9c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41B9C0.c"
"sub_41ba20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BA20.c"
"sub_41ba60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BA60.c"
"sub_41bab0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BAB0.c"
"sub_41baf0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BAF0.c"
"sub_41bb30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BB30.c"
"sub_41bbb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BBB0.c"
"sub_41bc30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BC30.c"
"sub_41bcb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BCB0.c"
"sub_41bd30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BD30.c"
"sub_41bdb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BDB0.c"
"sub_41be30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BE30.c"
"sub_41beb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BEB0.c"
"sub_41bf30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BF30.c"
"sub_41bfb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41BFB0.c"
"sub_41c030","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41C030.c"
"sub_41c0b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41C0B0.c"
"sub_41c130","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41C130.c"
"sub_41c3d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41C3D0.c"
"sub_41cb10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41CB10.c"
"sub_41cb90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41CB90.c"
"sub_41cc30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41CC30.c"
"sub_41d000","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41D000.c"
"sub_41dd60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41DD60.c"
"sub_41e0b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41E0B0.c"
"sub_41e700","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41E700.c"
"sub_41e880","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41E880.c"
"sub_41f5a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41F5A0.c"
"sub_41f640","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41F640.c"
"sub_41f750","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41F750.c"
"sub_41f7f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41F7F0.c"
"sub_41fd50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41FD50.c"
"sub_41fe70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41FE70.c"
"sub_41ff90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_41FF90.c"
"sub_4204f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4204F0.c"
"sub_4208d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4208D0.c"
"sub_421030","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_421030.c"
"sub_421370","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_421370.c"
"sub_421720","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_421720.c"
"sub_421960","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_421960.c"
"sub_4224f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4224F0.c"
"sub_422750","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_422750.c"
"sub_422b80","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_422B80.c"
"sub_423640","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_423640.c"
"sub_423d40","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_423D40.c"
"sub_424190","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_424190.c"
"sub_4245e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4245E0.c"
"sub_424db0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_424DB0.c"
"sub_4250d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4250D0.c"
"sub_425320","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_425320.c"
"sub_425490","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_425490.c"
"sub_425560","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_425560.c"
"sub_4256b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4256B0.c"
"sub_425b80","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_425B80.c"
"sub_425e90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_425E90.c"
"sub_426190","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426190.c"
"sub_426710","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426710.c"
"sub_4267b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4267B0.c"
"sub_4268e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4268E0.c"
"sub_426b20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426B20.c"
"sub_426b70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426B70.c"
"sub_426c00","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426C00.c"
"sub_426cb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426CB0.c"
"sub_426e40","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426E40.c"
"sub_426f10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_426F10.c"
